y	15.000000	12.000000
l	9.000000	6.000000
q	11.000000	8.000000
g	6.000000	5.000000
k	7.000000	6.000000
y	13.000000	10.000000
x	15.000000	11.000000
j	9.000000	6.000000
q	12.000000	9.000000
s	11.000000	9.000000
h	7.000000	5.000000
n	8.000000	7.000000
f	6.000000	5.000000
u	13.000000	11.000000
p	11.000000	8.000000
q	11.000000	8.000000
r	11.000000	8.000000
c	3.000000	2.000000
q	9.000000	8.000000
k	7.000000	6.000000
e	6.000000	4.000000
p	11.000000	8.000000
m	9.000000	7.000000
p	11.000000	8.000000
u	12.000000	10.000000
x	14.000000	11.000000
r	13.000000	9.000000
w	14.000000	10.000000
n	12.000000	7.000000
m	10.000000	7.000000
b	3.000000	1.000000
f	6.000000	4.000000
l	7.000000	7.000000
l	9.000000	6.000000
k	6.000000	16.000000
w	22.000000	15.000000
t	16.000000	15.000000
b	3.000000	2.000000
e	6.000000	4.000000
t	20.000000	20.000000
o	85.000000	10.000000
w	86.000000	21.000000
e	6.000000	4.000000
t	16.000000	11.000000
l	8.000000	6.000000
v	13.000000	11.000000
s	11.000000	9.000000
r	11.000000	8.000000
x	16.000000	11.000000
e	5.000000	4.000000
u	45.000000	13.000000
x	15.000000	13.000000
h	8.000000	5.000000
j	8.000000	5.000000
q	105.000000	17.000000
c	6.000000	2.000000
p	17.000000	9.000000
w	34.000000	11.000000
s	13.000000	9.000000
q	13.000000	9.000000
j	8.000000	5.000000
r	122.000000	32.000000
a	4.000000	1.000000
t	29.000000	14.000000
k	18.000000	8.000000
h	11.000000	6.000000
l	35.000000	9.000000
o	15.000000	8.000000
v	21.000000	12.000000
i	10.000000	6.000000
a	3.000000	2.000000
h	11.000000	6.000000
b	2.000000	2.000000
q	11.000000	7.000000
r	11.000000	10.000000
s	14.000000	9.000000
m	11.000000	8.000000
w	19.000000	12.000000
l	11.000000	7.000000
f	8.000000	6.000000
j	12.000000	6.000000
t	15.000000	9.000000
i	10.000000	8.000000
l	8.000000	7.000000
l	10.000000	7.000000
z	17.000000	12.000000
i	12.000000	6.000000
z	18.000000	73.000000
y	17.000000	12.000000
w	17.000000	11.000000
m	14.000000	8.000000
d	5.000000	4.000000
m	11.000000	7.000000
r	11.000000	8.000000
n	8.000000	7.000000
i	6.000000	6.000000
o	8.000000	7.000000
o	9.000000	7.000000
y	14.000000	10.000000
p	9.000000	31.000000
x	27.000000	12.000000
y	16.000000	13.000000
w	15.000000	10.000000
y	13.000000	10.000000
r	12.000000	8.000000
u	14.000000	9.000000
a	1.000000	1.000000
x	14.000000	10.000000
i	8.000000	6.000000
t	13.000000	9.000000
j	8.000000	5.000000
o	9.000000	7.000000
e	5.000000	61.000000
n	12.000000	8.000000
c	5.000000	3.000000
h	21.000000	6.000000
b	3.000000	2.000000
x	18.000000	11.000000
u	16.000000	9.000000
q	11.000000	8.000000
l	9.000000	6.000000
r	13.000000	9.000000
n	10.000000	7.000000
j	7.000000	5.000000
c	3.000000	3.000000
c	3.000000	3.000000
s	11.000000	9.000000
o	9.000000	7.000000
g	6.000000	5.000000
s	11.000000	9.000000
n	9.000000	7.000000
s	10.000000	8.000000
f	5.000000	11.000000
x	14.000000	11.000000
r	16.000000	21.000000
e	7.000000	5.000000
g	6.000000	5.000000
c	2.000000	2.000000
m	9.000000	8.000000
u	15.000000	12.000000
x	15.000000	10.000000
b	2.000000	2.000000
y	13.000000	10.000000
r	10.000000	8.000000
y	11.000000	10.000000
v	12.000000	10.000000
p	8.000000	7.000000
h	7.000000	5.000000
c	3.000000	3.000000
n	9.000000	7.000000
l	8.000000	6.000000
h	7.000000	6.000000
w	14.000000	9.000000
q	11.000000	8.000000
b	3.000000	2.000000
f	6.000000	4.000000
f	5.000000	5.000000
v	14.000000	10.000000
q	11.000000	8.000000
y	11.000000	10.000000
k	7.000000	5.000000
u	11.000000	9.000000
s	11.000000	8.000000
n	8.000000	7.000000
c	5.000000	3.000000
c	3.000000	2.000000
q	12.000000	8.000000
c	3.000000	2.000000
p	11.000000	8.000000
n	10.000000	7.000000
r	10.000000	15.000000
b	2.000000	2.000000
s	13.000000	8.000000
p	9.000000	7.000000
j	7.000000	6.000000
d	4.000000	38.000000
q	12.000000	8.000000
o	9.000000	7.000000
e	4.000000	4.000000
s	10.000000	9.000000
p	10.000000	8.000000
g	5.000000	4.000000
f	5.000000	4.000000
f	5.000000	5.000000
y	41.000000	28.000000
o	13.000000	8.000000
i	7.000000	5.000000
o	10.000000	7.000000
y	14.000000	10.000000
h	8.000000	5.000000
l	8.000000	6.000000
w	13.000000	9.000000
k	7.000000	6.000000
t	12.000000	10.000000
l	7.000000	6.000000
s	9.000000	8.000000
o	11.000000	8.000000
r	12.000000	8.000000
i	7.000000	5.000000
x	16.000000	10.000000
b	1.000000	1.000000
n	8.000000	7.000000
g	5.000000	5.000000
d	3.000000	3.000000
q	14.000000	9.000000
e	7.000000	5.000000
a	3.000000	1.000000
s	21.000000	9.000000
a	2.000000	1.000000
z	32.000000	12.000000
m	11.000000	7.000000
c	4.000000	3.000000
b	3.000000	2.000000
s	14.000000	10.000000
e	7.000000	5.000000
o	11.000000	7.000000
l	9.000000	8.000000
d	6.000000	4.000000
j	9.000000	6.000000
z	19.000000	12.000000
j	11.000000	7.000000
u	15.000000	9.000000
h	6.000000	12.000000
g	5.000000	5.000000
j	12.000000	8.000000
d	7.000000	4.000000
i	9.000000	6.000000
p	13.000000	9.000000
o	13.000000	8.000000
r	13.000000	9.000000
w	16.000000	12.000000
e	7.000000	4.000000
e	6.000000	4.000000
c	5.000000	3.000000
f	8.000000	5.000000
b	3.000000	2.000000
y	17.000000	11.000000
s	14.000000	10.000000
h	11.000000	6.000000
r	118.000000	120.000000
s	91.000000	15.000000
c	6.000000	3.000000
x	38.000000	15.000000
e	8.000000	5.000000
p	11.000000	8.000000
m	8.000000	8.000000
i	7.000000	6.000000
o	9.000000	8.000000
l	9.000000	7.000000
f	6.000000	5.000000
x	21.000000	12.000000
b	3.000000	3.000000
h	168.000000	6.000000
b	3.000000	2.000000
o	15.000000	9.000000
g	6.000000	5.000000
e	4.000000	5.000000
u	18.000000	14.000000
r	14.000000	10.000000
h	6.000000	6.000000
n	8.000000	8.000000
e	6.000000	5.000000
l	10.000000	7.000000
m	8.000000	8.000000
l	6.000000	7.000000
q	9.000000	15.000000
c	3.000000	3.000000
x	13.000000	10.000000
q	11.000000	9.000000
t	10.000000	10.000000
v	12.000000	11.000000
q	9.000000	9.000000
k	6.000000	6.000000
a	2.000000	1.000000
n	6.000000	7.000000
s	9.000000	9.000000
d	4.000000	3.000000
z	15.000000	11.000000
z	14.000000	11.000000
o	9.000000	7.000000
v	11.000000	10.000000
x	13.000000	11.000000
t	11.000000	10.000000
t	15.000000	12.000000
w	16.000000	12.000000
t	14.000000	11.000000
q	12.000000	10.000000
s	11.000000	10.000000
v	15.000000	12.000000
t	14.000000	10.000000
s	11.000000	9.000000
j	7.000000	6.000000
y	20.000000	13.000000
s	12.000000	11.000000
j	7.000000	6.000000
g	6.000000	5.000000
d	4.000000	3.000000
b	2.000000	2.000000
c	3.000000	3.000000
u	13.000000	11.000000
a	2.000000	1.000000
o	11.000000	8.000000
e	6.000000	4.000000
h	7.000000	6.000000
w	13.000000	11.000000
n	10.000000	8.000000
c	3.000000	2.000000
p	11.000000	8.000000
d	4.000000	4.000000
s	12.000000	10.000000
w	18.000000	15.000000
l	10.000000	7.000000
m	8.000000	7.000000
q	14.000000	12.000000
w	27.000000	20.000000
x	40.000000	14.000000
n	12.000000	8.000000
m	12.000000	8.000000
j	8.000000	6.000000
d	5.000000	4.000000
o	13.000000	9.000000
i	12.000000	7.000000
x	15.000000	11.000000
f	8.000000	5.000000
b	3.000000	2.000000
u	14.000000	11.000000
n	12.000000	8.000000
p	13.000000	9.000000
x	16.000000	12.000000
r	12.000000	9.000000
t	11.000000	12.000000
b	2.000000	2.000000
h	6.000000	6.000000
o	8.000000	8.000000
c	3.000000	3.000000
x	14.000000	14.000000
l	10.000000	7.000000
w	12.000000	11.000000
u	15.000000	12.000000
l	11.000000	7.000000
n	11.000000	9.000000
y	14.000000	11.000000
e	5.000000	4.000000
q	11.000000	9.000000
e	5.000000	4.000000
o	10.000000	8.000000
r	10.000000	9.000000
c	3.000000	3.000000
j	6.000000	6.000000
w	10.000000	12.000000
r	13.000000	10.000000
k	10.000000	6.000000
o	13.000000	10.000000
y	18.000000	13.000000
w	27.000000	21.000000
l	17.000000	8.000000
l	13.000000	9.000000
k	12.000000	7.000000
z	23.000000	14.000000
c	4.000000	3.000000
i	7.000000	6.000000
q	11.000000	9.000000
y	15.000000	12.000000
q	12.000000	9.000000
g	6.000000	5.000000
w	13.000000	11.000000
n	10.000000	7.000000
q	11.000000	8.000000
a	2.000000	2.000000
r	13.000000	10.000000
z	14.000000	11.000000
n	10.000000	7.000000
f	6.000000	5.000000
h	8.000000	6.000000
j	7.000000	7.000000
s	12.000000	10.000000
v	12.000000	18.000000
k	9.000000	6.000000
p	273.000000	12.000000
y	23.000000	13.000000
b	3.000000	3.000000
w	13.000000	11.000000
q	11.000000	9.000000
b	2.000000	2.000000
c	3.000000	3.000000
p	11.000000	8.000000
e	6.000000	4.000000
d	5.000000	4.000000
z	14.000000	11.000000
x	14.000000	11.000000
t	13.000000	10.000000
d	4.000000	3.000000
o	37.000000	10.000000
c	4.000000	3.000000
m	11.000000	9.000000
u	19.000000	14.000000
d	5.000000	4.000000
y	13.000000	11.000000
x	14.000000	11.000000
c	4.000000	3.000000
d	5.000000	4.000000
c	18.000000	3.000000
q	14.000000	10.000000
a	2.000000	1.000000
m	9.000000	7.000000
m	9.000000	7.000000
u	21.000000	15.000000
d	4.000000	4.000000
d	3.000000	3.000000
g	7.000000	5.000000
p	11.000000	8.000000
d	4.000000	4.000000
u	15.000000	12.000000
g	7.000000	5.000000
o	9.000000	8.000000
w	13.000000	11.000000
w	14.000000	32.000000
q	13.000000	11.000000
m	12.000000	9.000000
h	10.000000	6.000000
b	2.000000	2.000000
n	13.000000	10.000000
u	23.000000	15.000000
p	14.000000	11.000000
y	15.000000	15.000000
i	10.000000	7.000000
t	11.000000	10.000000
f	6.000000	5.000000
v	12.000000	11.000000
m	8.000000	7.000000
k	8.000000	7.000000
o	10.000000	8.000000
j	8.000000	6.000000
g	16.000000	5.000000
j	11.000000	6.000000
g	7.000000	5.000000
i	6.000000	6.000000
l	12.000000	8.000000
v	21.000000	11.000000
p	10.000000	9.000000
c	3.000000	2.000000
v	12.000000	10.000000
y	13.000000	11.000000
f	6.000000	6.000000
z	14.000000	19.000000
s	12.000000	11.000000
k	9.000000	6.000000
v	13.000000	35.000000
s	13.000000	10.000000
o	11.000000	8.000000
s	12.000000	9.000000
d	6.000000	4.000000
o	10.000000	8.000000
r	35.000000	10.000000
c	4.000000	3.000000
u	17.000000	11.000000
b	3.000000	2.000000
s	13.000000	9.000000
a	2.000000	1.000000
s	11.000000	9.000000
m	8.000000	7.000000
p	9.000000	8.000000
u	18.000000	10.000000
k	9.000000	7.000000
q	11.000000	8.000000
y	23.000000	12.000000
o	10.000000	8.000000
y	11.000000	10.000000
m	8.000000	7.000000
b	3.000000	2.000000
j	6.000000	6.000000
m	7.000000	7.000000
f	5.000000	5.000000
n	10.000000	7.000000
q	12.000000	47.000000
p	22.000000	9.000000
g	8.000000	6.000000
a	1.000000	1.000000
r	14.000000	9.000000
b	2.000000	2.000000
s	10.000000	9.000000
j	6.000000	7.000000
f	5.000000	5.000000
v	14.000000	10.000000
x	12.000000	10.000000
l	9.000000	7.000000
m	8.000000	7.000000
x	11.000000	10.000000
m	16.000000	7.000000
i	7.000000	6.000000
c	3.000000	3.000000
k	7.000000	7.000000
v	13.000000	10.000000
g	5.000000	5.000000
b	2.000000	2.000000
w	12.000000	10.000000
n	9.000000	7.000000
u	13.000000	10.000000
n	12.000000	7.000000
e	5.000000	5.000000
a	1.000000	2.000000
h	6.000000	6.000000
o	9.000000	8.000000
c	2.000000	3.000000
i	6.000000	6.000000
a	1.000000	1.000000
s	10.000000	9.000000
s	11.000000	9.000000
d	53.000000	4.000000
s	13.000000	9.000000
l	7.000000	6.000000
d	4.000000	4.000000
h	6.000000	6.000000
a	1.000000	1.000000
h	8.000000	6.000000
x	12.000000	10.000000
k	7.000000	6.000000
h	6.000000	6.000000
l	8.000000	7.000000
k	6.000000	6.000000
m	7.000000	7.000000
t	11.000000	10.000000
t	10.000000	10.000000
h	6.000000	6.000000
q	11.000000	8.000000
y	11.000000	11.000000
a	2.000000	2.000000
n	9.000000	8.000000
d	4.000000	4.000000
p	8.000000	8.000000
y	13.000000	10.000000
h	5.000000	5.000000
z	13.000000	11.000000
s	11.000000	9.000000
n	11.000000	7.000000
u	12.000000	10.000000
p	12.000000	8.000000
q	9.000000	8.000000
q	9.000000	8.000000
v	12.000000	10.000000
z	13.000000	11.000000
l	7.000000	7.000000
q	9.000000	8.000000
s	9.000000	9.000000
r	270.000000	153.000000
a	4.000000	1.000000
m	69.000000	12.000000
r	23.000000	12.000000
q	15.000000	11.000000
a	1.000000	2.000000
h	10.000000	6.000000
s	21.000000	13.000000
i	11.000000	6.000000
u	23.000000	13.000000
k	10.000000	8.000000
v	20.000000	15.000000
z	18.000000	15.000000
x	15.000000	14.000000
e	7.000000	6.000000
y	19.000000	14.000000
w	17.000000	13.000000
s	14.000000	11.000000
z	15.000000	12.000000
o	13.000000	11.000000
f	7.000000	6.000000
n	11.000000	10.000000
j	9.000000	7.000000
j	9.000000	7.000000
d	6.000000	4.000000
n	12.000000	10.000000
d	7.000000	3.000000
e	7.000000	5.000000
a	1.000000	1.000000
j	9.000000	7.000000
y	18.000000	13.000000
k	10.000000	8.000000
x	15.000000	14.000000
a	2.000000	1.000000
f	8.000000	5.000000
h	7.000000	6.000000
i	9.000000	7.000000
s	16.000000	13.000000
b	3.000000	2.000000
u	19.000000	13.000000
s	14.000000	10.000000
h	7.000000	6.000000
g	7.000000	5.000000
q	14.000000	11.000000
i	9.000000	7.000000
q	12.000000	9.000000
n	11.000000	9.000000
u	16.000000	14.000000
g	8.000000	5.000000
u	15.000000	14.000000
c	4.000000	2.000000
h	8.000000	7.000000
z	17.000000	14.000000
p	13.000000	10.000000
o	12.000000	10.000000
a	3.000000	1.000000
o	12.000000	12.000000
h	9.000000	7.000000
l	11.000000	9.000000
c	4.000000	3.000000
o	28.000000	30.000000
u	25.000000	16.000000
e	8.000000	6.000000
v	16.000000	14.000000
r	14.000000	11.000000
z	15.000000	13.000000
a	2.000000	1.000000
g	8.000000	6.000000
h	9.000000	6.000000
h	9.000000	31.000000
b	4.000000	2.000000
k	13.000000	9.000000
r	16.000000	12.000000
a	3.000000	1.000000
j	10.000000	7.000000
v	18.000000	15.000000
h	11.000000	7.000000
e	7.000000	4.000000
k	11.000000	8.000000
f	8.000000	5.000000
l	11.000000	9.000000
e	7.000000	5.000000
u	19.000000	13.000000
g	13.000000	6.000000
e	8.000000	5.000000
c	4.000000	3.000000
a	2.000000	1.000000
s	18.000000	11.000000
j	10.000000	6.000000
l	36.000000	8.000000
g	8.000000	6.000000
e	7.000000	5.000000
d	7.000000	4.000000
g	9.000000	8.000000
m	14.000000	10.000000
k	9.000000	6.000000
f	8.000000	6.000000
v	19.000000	15.000000
q	13.000000	11.000000
w	15.000000	16.000000
x	16.000000	13.000000
u	14.000000	12.000000
w	16.000000	65.000000
w	73.000000	20.000000
v	20.000000	15.000000
e	8.000000	5.000000
q	15.000000	13.000000
s	16.000000	13.000000
g	8.000000	6.000000
y	19.000000	16.000000
x	17.000000	16.000000
o	15.000000	11.000000
c	5.000000	3.000000
m	12.000000	9.000000
y	15.000000	11.000000
q	11.000000	8.000000
r	14.000000	10.000000
f	6.000000	5.000000
v	13.000000	11.000000
b	3.000000	2.000000
h	6.000000	6.000000
v	13.000000	10.000000
x	14.000000	10.000000
t	17.000000	14.000000
p	16.000000	11.000000
a	2.000000	2.000000
k	11.000000	7.000000
x	17.000000	12.000000
n	10.000000	7.000000
u	11.000000	10.000000
r	27.000000	11.000000
f	7.000000	5.000000
b	2.000000	2.000000
d	3.000000	3.000000
j	8.000000	7.000000
p	13.000000	9.000000
d	6.000000	5.000000
o	12.000000	9.000000
o	11.000000	9.000000
n	10.000000	9.000000
l	11.000000	7.000000
f	9.000000	6.000000
l	12.000000	7.000000
g	8.000000	7.000000
a	1.000000	1.000000
s	16.000000	12.000000
c	4.000000	3.000000
s	15.000000	12.000000
y	17.000000	13.000000
p	14.000000	11.000000
s	15.000000	13.000000
s	15.000000	12.000000
g	8.000000	5.000000
l	10.000000	7.000000
c	3.000000	2.000000
s	15.000000	12.000000
m	12.000000	9.000000
t	16.000000	64.000000
i	23.000000	9.000000
z	26.000000	14.000000
i	11.000000	8.000000
h	8.000000	5.000000
a	2.000000	1.000000
n	12.000000	8.000000
b	2.000000	2.000000
c	5.000000	3.000000
f	9.000000	6.000000
p	17.000000	14.000000
s	16.000000	13.000000
h	16.000000	7.000000
s	16.000000	14.000000
p	18.000000	13.000000
d	6.000000	4.000000
w	21.000000	15.000000
a	2.000000	2.000000
o	17.000000	11.000000
i	12.000000	8.000000
k	11.000000	8.000000
o	15.000000	9.000000
v	20.000000	14.000000
r	16.000000	13.000000
z	18.000000	14.000000
j	10.000000	7.000000
d	7.000000	4.000000
u	16.000000	15.000000
p	15.000000	11.000000
d	6.000000	3.000000
c	5.000000	3.000000
b	2.000000	2.000000
o	13.000000	10.000000
q	13.000000	13.000000
o	12.000000	8.000000
r	14.000000	10.000000
c	4.000000	2.000000
i	9.000000	5.000000
l	8.000000	8.000000
p	14.000000	10.000000
b	3.000000	2.000000
n	11.000000	8.000000
m	9.000000	7.000000
n	11.000000	7.000000
c	4.000000	3.000000
a	1.000000	1.000000
h	7.000000	5.000000
u	15.000000	50.000000
p	27.000000	13.000000
g	10.000000	6.000000
f	9.000000	5.000000
v	20.000000	12.000000
v	17.000000	15.000000
a	3.000000	2.000000
b	3.000000	2.000000
z	19.000000	13.000000
b	3.000000	2.000000
m	12.000000	9.000000
b	4.000000	3.000000
l	11.000000	9.000000
s	18.000000	13.000000
y	19.000000	17.000000
h	9.000000	10.000000
j	10.000000	7.000000
w	17.000000	12.000000
g	8.000000	5.000000
h	8.000000	5.000000
c	3.000000	3.000000
b	2.000000	2.000000
q	11.000000	9.000000
h	8.000000	6.000000
h	7.000000	6.000000
e	4.000000	4.000000
i	7.000000	6.000000
k	6.000000	6.000000
l	6.000000	6.000000
o	9.000000	8.000000
y	14.000000	13.000000
m	10.000000	7.000000
x	14.000000	12.000000
i	8.000000	6.000000
c	4.000000	3.000000
c	3.000000	3.000000
f	6.000000	5.000000
l	8.000000	6.000000
x	12.000000	10.000000
o	9.000000	8.000000
p	11.000000	10.000000
h	8.000000	5.000000
w	14.000000	11.000000
t	13.000000	10.000000
q	11.000000	9.000000
l	9.000000	7.000000
p	11.000000	8.000000
k	8.000000	8.000000
v	33.000000	12.000000
a	2.000000	1.000000
j	10.000000	6.000000
a	2.000000	2.000000
c	3.000000	3.000000
d	4.000000	4.000000
o	9.000000	8.000000
r	10.000000	9.000000
r	10.000000	9.000000
w	12.000000	11.000000
u	12.000000	11.000000
w	12.000000	10.000000
s	11.000000	9.000000
h	7.000000	6.000000
c	3.000000	3.000000
c	3.000000	3.000000
q	11.000000	8.000000
u	24.000000	13.000000
u	14.000000	13.000000
v	17.000000	15.000000
i	10.000000	6.000000
i	9.000000	6.000000
i	10.000000	8.000000
z	18.000000	15.000000
o	11.000000	9.000000
b	3.000000	2.000000
f	7.000000	5.000000
s	15.000000	12.000000
a	2.000000	2.000000
u	17.000000	14.000000
l	12.000000	8.000000
u	17.000000	15.000000
w	20.000000	14.000000
a	2.000000	2.000000
k	12.000000	8.000000
b	3.000000	2.000000
h	11.000000	8.000000
q	17.000000	13.000000
x	17.000000	13.000000
q	13.000000	11.000000
v	15.000000	12.000000
g	7.000000	6.000000
y	15.000000	12.000000
m	11.000000	8.000000
f	5.000000	5.000000
g	5.000000	5.000000
r	10.000000	9.000000
f	5.000000	5.000000
o	8.000000	8.000000
q	8.000000	8.000000
f	7.000000	5.000000
s	12.000000	10.000000
n	9.000000	8.000000
z	13.000000	11.000000
b	3.000000	2.000000
l	7.000000	7.000000
e	4.000000	5.000000
n	7.000000	7.000000
c	3.000000	3.000000
c	3.000000	3.000000
g	4.000000	5.000000
d	5.000000	4.000000
o	8.000000	13.000000
l	8.000000	27.000000
t	36.000000	12.000000
z	18.000000	14.000000
i	8.000000	6.000000
y	11.000000	11.000000
o	11.000000	8.000000
f	6.000000	5.000000
l	7.000000	7.000000
d	3.000000	3.000000
o	8.000000	8.000000
q	9.000000	8.000000
x	17.000000	12.000000
q	11.000000	9.000000
b	3.000000	2.000000
a	2.000000	1.000000
r	14.000000	16.000000
q	12.000000	9.000000
r	11.000000	10.000000
t	13.000000	10.000000
w	16.000000	12.000000
l	10.000000	24.000000
m	15.000000	7.000000
d	5.000000	4.000000
x	15.000000	10.000000
a	1.000000	1.000000
z	13.000000	11.000000
w	11.000000	11.000000
v	11.000000	10.000000
c	4.000000	3.000000
w	12.000000	11.000000
r	10.000000	9.000000
b	3.000000	2.000000
s	11.000000	10.000000
s	11.000000	9.000000
l	9.000000	7.000000
t	11.000000	9.000000
i	6.000000	6.000000
j	7.000000	6.000000
h	5.000000	6.000000
k	5.000000	7.000000
c	2.000000	3.000000
e	3.000000	5.000000
l	9.000000	7.000000
q	11.000000	8.000000
u	14.000000	10.000000
c	5.000000	3.000000
d	4.000000	4.000000
s	11.000000	9.000000
k	8.000000	6.000000
b	2.000000	2.000000
m	8.000000	7.000000
e	4.000000	4.000000
p	8.000000	8.000000
a	1.000000	1.000000
i	6.000000	7.000000
l	6.000000	7.000000
n	7.000000	8.000000
i	7.000000	6.000000
t	16.000000	10.000000
v	15.000000	9.000000
n	12.000000	7.000000
m	9.000000	7.000000
x	24.000000	12.000000
h	7.000000	6.000000
o	15.000000	7.000000
a	3.000000	2.000000
m	20.000000	7.000000
h	6.000000	5.000000
q	13.000000	9.000000
c	3.000000	3.000000
w	19.000000	10.000000
g	8.000000	5.000000
i	8.000000	6.000000
n	8.000000	7.000000
r	10.000000	9.000000
l	8.000000	7.000000
c	3.000000	2.000000
r	11.000000	9.000000
a	2.000000	1.000000
k	8.000000	6.000000
a	2.000000	1.000000
f	6.000000	5.000000
f	7.000000	5.000000
s	12.000000	9.000000
s	12.000000	9.000000
m	8.000000	7.000000
o	9.000000	8.000000
n	7.000000	7.000000
t	12.000000	10.000000
y	12.000000	10.000000
x	12.000000	10.000000
j	16.000000	7.000000
r	10.000000	9.000000
w	12.000000	10.000000
e	4.000000	4.000000
f	5.000000	5.000000
a	1.000000	1.000000
e	6.000000	5.000000
w	12.000000	11.000000
y	13.000000	10.000000
i	7.000000	6.000000
e	4.000000	4.000000
p	10.000000	8.000000
x	13.000000	10.000000
t	11.000000	10.000000
u	12.000000	10.000000
p	10.000000	9.000000
e	6.000000	5.000000
k	9.000000	7.000000
e	5.000000	4.000000
x	13.000000	10.000000
t	15.000000	9.000000
x	11.000000	10.000000
o	9.000000	8.000000
o	86.000000	17.000000
n	24.000000	11.000000
z	48.000000	14.000000
q	14.000000	28.000000
z	21.000000	13.000000
t	14.000000	11.000000
x	20.000000	27.000000
h	8.000000	5.000000
m	9.000000	7.000000
b	2.000000	1.000000
y	15.000000	11.000000
j	8.000000	6.000000
k	7.000000	6.000000
h	6.000000	5.000000
b	3.000000	2.000000
q	13.000000	9.000000
a	1.000000	1.000000
m	26.000000	7.000000
h	9.000000	6.000000
a	1.000000	1.000000
o	11.000000	8.000000
q	12.000000	8.000000
e	11.000000	4.000000
v	15.000000	25.000000
s	13.000000	9.000000
j	8.000000	5.000000
u	14.000000	10.000000
c	4.000000	2.000000
y	14.000000	11.000000
h	7.000000	6.000000
s	12.000000	9.000000
r	12.000000	9.000000
v	154.000000	26.000000
d	7.000000	4.000000
h	7.000000	5.000000
i	8.000000	6.000000
x	14.000000	12.000000
z	15.000000	11.000000
z	13.000000	11.000000
f	6.000000	4.000000
w	13.000000	10.000000
x	14.000000	12.000000
q	12.000000	8.000000
n	10.000000	7.000000
z	13.000000	28.000000
y	14.000000	11.000000
f	6.000000	5.000000
u	14.000000	27.000000
c	3.000000	2.000000
q	14.000000	8.000000
f	5.000000	5.000000
p	8.000000	8.000000
j	8.000000	6.000000
u	12.000000	9.000000
r	16.000000	8.000000
u	13.000000	9.000000
n	9.000000	6.000000
s	11.000000	8.000000
n	10.000000	7.000000
v	12.000000	9.000000
y	12.000000	9.000000
o	10.000000	8.000000
m	8.000000	7.000000
n	9.000000	7.000000
y	38.000000	10.000000
a	2.000000	1.000000
e	6.000000	4.000000
i	6.000000	6.000000
l	7.000000	7.000000
q	10.000000	8.000000
b	2.000000	2.000000
r	11.000000	9.000000
l	7.000000	6.000000
z	12.000000	10.000000
y	12.000000	9.000000
f	6.000000	4.000000
x	12.000000	9.000000
d	5.000000	3.000000
v	13.000000	10.000000
a	2.000000	2.000000
i	8.000000	5.000000
e	4.000000	5.000000
b	2.000000	2.000000
o	54.000000	15.000000
h	27.000000	7.000000
d	5.000000	3.000000
x	13.000000	10.000000
b	3.000000	2.000000
n	9.000000	7.000000
u	12.000000	9.000000
p	11.000000	8.000000
y	12.000000	10.000000
k	7.000000	5.000000
l	11.000000	7.000000
s	12.000000	9.000000
c	3.000000	2.000000
u	10.000000	10.000000
w	11.000000	10.000000
u	13.000000	9.000000
z	12.000000	9.000000
c	2.000000	2.000000
g	14.000000	5.000000
i	8.000000	6.000000
p	11.000000	8.000000
e	4.000000	4.000000
b	3.000000	2.000000
n	11.000000	15.000000
j	9.000000	6.000000
v	16.000000	11.000000
t	16.000000	11.000000
d	6.000000	3.000000
j	11.000000	7.000000
p	12.000000	8.000000
c	4.000000	3.000000
i	15.000000	7.000000
p	15.000000	9.000000
e	7.000000	4.000000
y	17.000000	10.000000
y	12.000000	10.000000
u	12.000000	9.000000
c	3.000000	2.000000
r	12.000000	8.000000
j	9.000000	6.000000
q	9.000000	8.000000
w	11.000000	9.000000
x	10.000000	10.000000
w	12.000000	9.000000
n	10.000000	7.000000
t	10.000000	11.000000
j	8.000000	6.000000
k	7.000000	20.000000
w	15.000000	9.000000
f	6.000000	5.000000
q	10.000000	8.000000
w	12.000000	9.000000
c	4.000000	2.000000
k	7.000000	6.000000
j	7.000000	5.000000
k	7.000000	6.000000
i	6.000000	6.000000
y	12.000000	9.000000
i	7.000000	6.000000
y	13.000000	10.000000
g	8.000000	5.000000
o	13.000000	7.000000
d	5.000000	3.000000
o	8.000000	7.000000
b	2.000000	2.000000
t	16.000000	9.000000
l	8.000000	6.000000
b	2.000000	2.000000
t	13.000000	9.000000
c	3.000000	2.000000
t	13.000000	9.000000
e	4.000000	4.000000
i	5.000000	6.000000
d	5.000000	4.000000
n	9.000000	7.000000
a	2.000000	1.000000
h	6.000000	5.000000
w	11.000000	9.000000
z	14.000000	10.000000
r	60.000000	9.000000
d	5.000000	4.000000
a	1.000000	1.000000
d	4.000000	4.000000
s	10.000000	9.000000
e	4.000000	4.000000
t	9.000000	9.000000
z	12.000000	10.000000
g	5.000000	5.000000
n	11.000000	7.000000
c	2.000000	2.000000
y	11.000000	10.000000
h	6.000000	5.000000
w	11.000000	9.000000
q	10.000000	7.000000
j	6.000000	5.000000
b	1.000000	2.000000
m	6.000000	7.000000
f	4.000000	5.000000
f	4.000000	5.000000
f	6.000000	5.000000
n	9.000000	7.000000
u	11.000000	9.000000
e	4.000000	4.000000
b	1.000000	2.000000
o	7.000000	7.000000
h	6.000000	5.000000
h	6.000000	6.000000
v	11.000000	9.000000
r	10.000000	8.000000
c	3.000000	2.000000
